trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.9880717128619305}",20,0,-76.46746784661465,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
2,False,"{'a': 0.5, 'e': 0.9821610323583008}",25,0,-103.73269367601455,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
3,False,"{'a': 0.5, 'e': 0.9762857097579093}",20,10,-29.400674378912388,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
4,False,"{'a': 0.5, 'e': 0.9704455335485082}",20,0,-167.54184002941906,"{0: 11, 1: 0, 2: 6, 3: 0, 4: 3}",0
5,False,"{'a': 0.5, 'e': 0.9646402934831231}",25,0,-116.03505061792157,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
6,False,"{'a': 0.5, 'e': 0.9588697805724845}",20,0,-30.084673312366824,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
7,False,"{'a': 0.5, 'e': 0.9531337870775047}",20,0,-105.72252542571549,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
8,False,"{'a': 0.5, 'e': 0.9474321065017983}",20,0,-111.76878801762365,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
9,False,"{'a': 0.5, 'e': 0.9417645335842487}",25,0,-95.63128908113777,"{0: 13, 1: 2, 2: 10, 3: 0, 4: 0}",0
10,False,"{'a': 0.5, 'e': 0.9361308642916188}",20,0,-30.231153109509158,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
11,False,"{'a': 0.5, 'e': 0.9305308958112057}",30,0,-236.0221510989986,"{0: 13, 1: 6, 2: 6, 3: 2, 4: 3}",0
12,False,"{'a': 0.5, 'e': 0.9249644265435393}",20,0,-106.12623235306994,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
13,False,"{'a': 0.5, 'e': 0.9194312560951247}",20,0,-136.30143338730915,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
14,False,"{'a': 0.5, 'e': 0.9139311852712282}",25,0,-63.665973133641764,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
15,False,"{'a': 0.5, 'e': 0.9084640160687062}",20,16,5.613934886836391,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,False,"{'a': 0.5, 'e': 0.9030295516688768}",20,0,-154.5088308373467,"{0: 6, 1: 8, 2: 4, 3: 0, 4: 2}",0
17,False,"{'a': 0.5, 'e': 0.8976275964304349}",25,0,-97.38380045491525,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
18,False,"{'a': 0.5, 'e': 0.8922579558824083}",25,0,-107.95518930146211,"{0: 12, 1: 4, 2: 8, 3: 1, 4: 0}",0
19,False,"{'a': 0.5, 'e': 0.8869204367171575}",20,0,-119.00515162867127,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
20,False,"{'a': 0.5, 'e': 0.8816148467834161}",20,0,-143.6468235388661,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
21,False,"{'a': 0.5, 'e': 0.8763409950793732}",25,0,-170.97088857413465,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
22,False,"{'a': 0.5, 'e': 0.8710986917457983}",25,14,-16.86479511752039,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 0}",1
23,False,"{'a': 0.5, 'e': 0.865887748059205}",20,0,-173.29386325505678,"{0: 6, 1: 5, 2: 5, 3: 3, 4: 1}",0
24,False,"{'a': 0.5, 'e': 0.8607079764250578}",30,0,-146.9593777044647,"{0: 20, 1: 4, 2: 1, 3: 3, 4: 2}",0
25,False,"{'a': 0.5, 'e': 0.8555591903710185}",25,0,-139.27053333221025,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 3}",0
26,False,"{'a': 0.5, 'e': 0.850441204540233}",25,0,-121.81152142509316,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
27,False,"{'a': 0.5, 'e': 0.8453538346846587}",20,0,-79.18176550860032,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
28,False,"{'a': 0.5, 'e': 0.8402968976584314}",25,0,-97.5700701473067,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
29,False,"{'a': 0.5, 'e': 0.835270211411272}",20,0,-104.26802051169088,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
30,False,"{'a': 0.5, 'e': 0.8302735949819326}",25,0,-114.65245033650743,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
31,False,"{'a': 0.5, 'e': 0.8253068684916823}",20,0,0.42536588020887034,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
32,False,"{'a': 0.5, 'e': 0.8203698531378311}",20,0,-174.76347439671778,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 3}",0
33,False,"{'a': 0.5, 'e': 0.8154623711872927}",20,0,-138.07071554653731,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 3}",0
34,False,"{'a': 0.5, 'e': 0.8105842459701871}",30,0,-149.0340321255967,"{0: 19, 1: 4, 2: 3, 3: 2, 4: 2}",0
35,False,"{'a': 0.5, 'e': 0.8057353018734796}",25,0,-129.9717423024933,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
36,False,"{'a': 0.5, 'e': 0.8009153643346592}",25,0,-166.86439212435056,"{0: 16, 1: 2, 2: 2, 3: 2, 4: 3}",0
37,False,"{'a': 0.5, 'e': 0.7961242598354538}",20,0,-121.21322927241796,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
38,False,"{'a': 0.5, 'e': 0.7913618158955839}",25,0,-143.22766034580673,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
39,False,"{'a': 0.5, 'e': 0.7866278610665535}",30,0,-92.39917313452453,"{0: 22, 1: 1, 2: 4, 3: 2, 4: 1}",0
40,False,"{'a': 0.5, 'e': 0.7819222249254772}",20,0,-39.01909428810758,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
41,False,"{'a': 0.5, 'e': 0.7772447380689461}",30,6,-66.28583659978281,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 1}",1
42,False,"{'a': 0.5, 'e': 0.772595232106928}",20,10,-43.537844106021865,"{0: 6, 1: 1, 2: 1, 3: 2, 4: 0}",1
43,False,"{'a': 0.5, 'e': 0.7679735396567061}",30,0,-174.28027604773106,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 3}",0
44,False,"{'a': 0.5, 'e': 0.7633794943368531}",20,13,-0.28760282944775506,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
45,False,"{'a': 0.5, 'e': 0.7588129307612413}",25,4,-118.12985361817307,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 2}",1
46,False,"{'a': 0.5, 'e': 0.754273684533089}",25,0,-36.597841912815184,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
47,False,"{'a': 0.5, 'e': 0.7497615922390413}",20,0,-71.48231307433343,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
48,False,"{'a': 0.5, 'e': 0.7452764914432887}",25,0,-44.54969849315888,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
49,False,"{'a': 0.5, 'e': 0.7408182206817179}",30,0,-93.25979277036177,"{0: 21, 1: 5, 2: 1, 3: 2, 4: 1}",0
50,False,"{'a': 0.5, 'e': 0.7363866194561001}",20,13,-10.130481478813264,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
51,False,"{'a': 0.5, 'e': 0.7319815282283126}",20,0,-100.59916973262912,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
52,False,"{'a': 0.5, 'e': 0.7276027884145955}",35,0,-157.9960015768223,"{0: 24, 1: 3, 2: 5, 3: 0, 4: 3}",0
53,False,"{'a': 0.5, 'e': 0.7232502423798424}",20,8,-31.416800080581027,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
54,False,"{'a': 0.5, 'e': 0.7189237334319262}",30,0,-161.66265567946473,"{0: 20, 1: 1, 2: 6, 3: 0, 4: 3}",0
55,False,"{'a': 0.5, 'e': 0.7146231058160573}",20,0,-19.784720432056755,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
56,False,"{'a': 0.5, 'e': 0.7103482047091773}",20,0,-63.3953281278825,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
57,False,"{'a': 0.5, 'e': 0.7060988762143844}",20,0,-109.83663316300162,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
58,False,"{'a': 0.5, 'e': 0.701874967355394}",20,0,-58.51212297954815,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
59,False,"{'a': 0.5, 'e': 0.697676326071031}",25,0,-40.25028066258295,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
60,False,"{'a': 0.5, 'e': 0.6935028012097558}",20,8,-42.73539515250972,"{0: 7, 1: 1, 2: 3, 3: 1, 4: 0}",1
61,False,"{'a': 0.5, 'e': 0.6893542425242224}",20,0,-40.90970255516903,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
62,False,"{'a': 0.5, 'e': 0.6852305006658703}",25,0,-104.43621491352548,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
63,False,"{'a': 0.5, 'e': 0.6811314271795471}",25,8,7.592144545621091,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
64,False,"{'a': 0.5, 'e': 0.6770568744981647}",25,0,-167.0813572970263,"{0: 14, 1: 4, 2: 4, 3: 0, 4: 3}",0
65,False,"{'a': 0.5, 'e': 0.6730066959373864}",20,0,-24.360014453107677,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
66,False,"{'a': 0.5, 'e': 0.6689807456903467}",35,0,-52.137247095766476,"{0: 26, 1: 2, 2: 7, 3: 0, 4: 0}",0
67,False,"{'a': 0.5, 'e': 0.6649788788224019}",30,7,9.761692518648585,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
68,False,"{'a': 0.5, 'e': 0.6610009512659124}",20,0,-64.96927416452067,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
69,False,"{'a': 0.5, 'e': 0.6570468198150567}",30,0,-134.78832284226706,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
70,False,"{'a': 0.5, 'e': 0.6531163421206756}",25,0,-51.07458672143049,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
71,False,"{'a': 0.5, 'e': 0.6492093766851474}",25,10,-51.540977424137424,"{0: 7, 1: 4, 2: 4, 3: 0, 4: 0}",1
72,False,"{'a': 0.5, 'e': 0.6453257828572946}",25,0,-35.96238845422465,"{0: 17, 1: 5, 2: 3, 3: 0, 4: 0}",0
73,False,"{'a': 0.5, 'e': 0.6414654208273198}",20,0,-93.13865768895516,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
74,False,"{'a': 0.5, 'e': 0.6376281516217733}",20,0,-5.259704724061441,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
75,False,"{'a': 0.5, 'e': 0.633813837098549}",20,0,-65.86372766953204,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
76,False,"{'a': 0.5, 'e': 0.6300223399419123}",20,10,-2.7293315954685857,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
77,False,"{'a': 0.5, 'e': 0.6262535236575559}",30,0,-98.07969293383663,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
78,False,"{'a': 0.5, 'e': 0.6225072525676867}",25,0,-77.98487766059984,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
79,False,"{'a': 0.5, 'e': 0.6187833918061408}",30,0,-33.04555402459101,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 0}",0
80,False,"{'a': 0.5, 'e': 0.6150818073135287}",25,0,-163.7863464886814,"{0: 16, 1: 3, 2: 1, 3: 2, 4: 3}",0
81,False,"{'a': 0.5, 'e': 0.6114023658324087}",20,11,1.6843744028011451,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
82,False,"{'a': 0.5, 'e': 0.6077449349024902}",25,11,-43.638717248620665,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
83,False,"{'a': 0.5, 'e': 0.6041093828558647}",20,14,-72.54055898329354,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 2}",1
84,False,"{'a': 0.5, 'e': 0.6004955788122659}",30,0,-55.874025239510544,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
85,False,"{'a': 0.5, 'e': 0.596903392674358}",20,10,-22.853230595629885,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
86,False,"{'a': 0.5, 'e': 0.593332695123052}",20,1,-37.076712791693254,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
87,False,"{'a': 0.5, 'e': 0.5897833576128504}",20,0,-56.31789429047536,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
88,False,"{'a': 0.5, 'e': 0.5862552523672196}",30,3,-113.00567842046335,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 2}",1
89,False,"{'a': 0.5, 'e': 0.5827482523739896}",25,3,-31.747326245369848,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
90,False,"{'a': 0.5, 'e': 0.579262231380782}",20,10,-21.831489155420467,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
91,False,"{'a': 0.5, 'e': 0.5757970638904645}",20,3,-35.78493025332965,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
92,False,"{'a': 0.5, 'e': 0.5723526251566332}",20,0,-20.082114944215395,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
93,False,"{'a': 0.5, 'e': 0.5689287911791218}",30,16,-64.90679314909836,"{0: 8, 1: 2, 2: 3, 3: 0, 4: 1}",1
94,False,"{'a': 0.5, 'e': 0.5655254386995371}",30,18,-33.019142801747705,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
95,False,"{'a': 0.5, 'e': 0.5621424451968224}",20,0,-34.22676102617707,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
96,False,"{'a': 0.5, 'e': 0.5587796888828463}",20,0,-7.549559360981327,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
97,False,"{'a': 0.5, 'e': 0.5554370486980182}",30,16,3.5333054317485453,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
98,False,"{'a': 0.5, 'e': 0.5521144043069306}",20,4,-39.022140331045875,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
99,False,"{'a': 0.5, 'e': 0.5488116360940265}",25,15,3.6928528084363563,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
100,False,"{'a': 0.5, 'e': 0.5455286251592933}",20,0,-23.189875043262052,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",1
101,False,"{'a': 0.5, 'e': 0.5422652533139832}",20,0,-38.905269326880266,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
102,False,"{'a': 0.5, 'e': 0.539021403076357}",25,9,-32.83227013719384,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 0}",1
103,False,"{'a': 0.5, 'e': 0.535796957667456}",20,0,0.7153667704396022,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
104,False,"{'a': 0.5, 'e': 0.5325918010068972}",30,24,14.282456883040274,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.5, 'e': 0.5294058177086945}",20,11,16.95975596349329,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.5, 'e': 0.5262388930771054}",20,0,-71.05453397066657,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
107,False,"{'a': 0.5, 'e': 0.5230909131025008}",20,0,-108.23245478798242,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",1
108,False,"{'a': 0.5, 'e': 0.5199617644572618}",20,0,-99.17954562428393,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
109,False,"{'a': 0.5, 'e': 0.5168513344916992}",20,0,-81.00570277898922,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
110,False,"{'a': 0.5, 'e': 0.5137595112299983}",30,14,-34.89257505523741,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
111,False,"{'a': 0.5, 'e': 0.5106861833661879}",20,0,-45.04902782565734,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
112,False,"{'a': 0.5, 'e': 0.5076312402601327}",20,14,11.28629772619512,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.5, 'e': 0.5045945719335512}",25,0,-59.513738482807284,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
114,False,"{'a': 0.5, 'e': 0.5015760690660555}",25,16,-1.1024428949034082,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
115,False,"{'a': 0.5, 'e': 0.4985756229912165}",25,0,-24.70753173878746,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
116,False,"{'a': 0.5, 'e': 0.4955931256926514}",20,0,-28.147020462417164,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
117,False,"{'a': 0.5, 'e': 0.49262846980013547}",20,0,-7.8014157812778615,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
118,False,"{'a': 0.5, 'e': 0.4896815485857362}",20,0,-26.30030555987061,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
119,False,"{'a': 0.5, 'e': 0.4867522559599717}",30,0,-33.72784414246327,"{0: 25, 1: 2, 2: 2, 3: 0, 4: 1}",0
120,False,"{'a': 0.5, 'e': 0.483840486467991}",20,0,-22.663912253959765,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
121,False,"{'a': 0.5, 'e': 0.480946135285778}",20,13,-3.0115438137724526,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.4780690982163776}",20,12,14.78658630072099,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.47520927168614446}",20,0,-102.83470198828752,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
124,False,"{'a': 0.5, 'e': 0.4723665527410147}",20,0,-53.99984712800331,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
125,False,"{'a': 0.5, 'e': 0.46954083904279925}",20,10,9.24564860462503,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.46673202886549986}",20,0,-46.39411198147138,"{0: 14, 1: 5, 2: 0, 3: 0, 4: 1}",0
127,False,"{'a': 0.5, 'e': 0.4639400210916467}",20,0,-66.30776492669689,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
128,False,"{'a': 0.5, 'e': 0.4611647152086584}",30,0,-211.0017223082506,"{0: 19, 1: 1, 2: 5, 3: 1, 4: 4}",0
129,False,"{'a': 0.5, 'e': 0.4584060113052235}",25,13,11.78305474478136,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
130,False,"{'a': 0.5, 'e': 0.4556638100677035}",25,10,-8.389308456974208,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.4529380127765577}",35,0,-39.39749870308699,"{0: 29, 1: 2, 2: 3, 3: 0, 4: 1}",0
132,False,"{'a': 0.5, 'e': 0.45022852130278923}",30,16,-13.849013972642538,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.44753523810441237}",30,16,-3.259202380962077,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.4448580662229411}",25,0,-93.90978340911448,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 2}",0
135,False,"{'a': 0.5, 'e': 0.44219690927989863}",25,7,-11.808538679990487,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
136,False,"{'a': 0.5, 'e': 0.43955167147334756}",25,0,-29.06833437696853,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
137,False,"{'a': 0.5, 'e': 0.43692225757444114}",25,2,-25.18003768293356,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",1
138,False,"{'a': 0.5, 'e': 0.4343085729239951}",25,14,-8.985722015001322,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
139,False,"{'a': 0.5, 'e': 0.43171052342907973}",30,0,-79.55345101356438,"{0: 24, 1: 3, 2: 1, 3: 0, 4: 2}",0
140,False,"{'a': 0.5, 'e': 0.42912801555963254}",20,0,-74.5442627966001,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
141,False,"{'a': 0.5, 'e': 0.4265609563450914}",30,0,-39.15950375693939,"{0: 22, 1: 5, 2: 2, 3: 1, 4: 0}",0
142,False,"{'a': 0.5, 'e': 0.4240092533710473}",20,7,-20.05336821614679,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
143,False,"{'a': 0.5, 'e': 0.42147281477591764}",25,4,-86.71199128252131,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 2}",1
144,False,"{'a': 0.5, 'e': 0.418951549247639}",20,5,11.29014374549077,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.41644536602038007}",25,15,8.470913449103474,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.4139541748712741}",20,14,8.633278131149506,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.5, 'e': 0.41147788611717057}",20,3,10.25727193761683,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.4090164106114069}",20,0,-100.48033746576716,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
149,False,"{'a': 0.5, 'e': 0.4065696597405991}",20,0,-5.240617524548877,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
150,False,"{'a': 0.5, 'e': 0.4041375454214515}",25,0,-80.93869512640767,"{0: 19, 1: 2, 2: 1, 3: 2, 4: 1}",0
151,False,"{'a': 0.5, 'e': 0.401719980097586}",30,0,18.16627253814584,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
152,False,"{'a': 0.5, 'e': 0.3993168767363899}",25,4,-44.991845782686326,"{0: 16, 1: 2, 2: 0, 3: 3, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.39692814882588245}",30,0,-28.656236385657166,"{0: 23, 1: 2, 2: 5, 3: 0, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.3945537103716011}",25,0,-1.0186814757722784,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
155,False,"{'a': 0.5, 'e': 0.39219347589350495}",20,5,0.3995085049533105,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.38984736042289797}",30,0,-0.3484273504451705,"{0: 27, 1: 0, 2: 2, 3: 1, 4: 0}",0
157,False,"{'a': 0.5, 'e': 0.3875152794993697}",20,0,-60.47635537842679,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
158,False,"{'a': 0.5, 'e': 0.38519714916775516}",30,2,-77.67072293846009,"{0: 22, 1: 1, 2: 3, 3: 0, 4: 2}",1
159,False,"{'a': 0.5, 'e': 0.38289288597511206}",25,7,-34.823771052618284,"{0: 13, 1: 2, 2: 1, 3: 2, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.38060240696771647}",20,0,-83.58078398216445,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
161,False,"{'a': 0.5, 'e': 0.3783256296880768}",25,13,20.106638042904418,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.5, 'e': 0.37606247217196515}",35,24,9.502172358931816,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.3738128529454665}",35,21,-27.636780610641335,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
164,False,"{'a': 0.5, 'e': 0.3715766910220457}",30,8,-23.60066188830268,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.369353905899632}",30,0,29.45173961820217,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
166,False,"{'a': 0.5, 'e': 0.36714441755772104}",20,4,-9.035984180272054,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.36494814645449375}",25,8,-30.593661405961214,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
168,False,"{'a': 0.5, 'e': 0.36276501352395324}",20,6,-50.334086652938375,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
169,False,"{'a': 0.5, 'e': 0.3605949401730783}",35,18,-25.805150307597856,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 1}",1
170,False,"{'a': 0.5, 'e': 0.3584378482789939}",25,6,-25.756470071373577,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 0}",1
171,False,"{'a': 0.5, 'e': 0.3562936601861588}",30,13,-2.063056508422622,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.35416229870357024}",35,0,-39.94761437153467,"{0: 26, 1: 4, 2: 5, 3: 0, 4: 0}",0
173,False,"{'a': 0.5, 'e': 0.3520436871019846}",20,14,12.304928314532923,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.3499377491111553}",20,10,7.163687254665804,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.3478444089170874}",20,0,-80.29783704068251,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
176,False,"{'a': 0.5, 'e': 0.34576359115930777}",20,9,-16.853283959340228,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.34369522092815236}",30,3,-96.95686124984809,"{0: 22, 1: 0, 2: 1, 3: 2, 4: 2}",1
178,False,"{'a': 0.5, 'e': 0.34163922376206945}",25,0,-3.384590600573711,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
179,False,"{'a': 0.5, 'e': 0.3395955256449391}",20,2,-38.46018310677957,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
180,False,"{'a': 0.5, 'e': 0.33756405300340836}",20,10,-23.891494837806746,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
181,False,"{'a': 0.5, 'e': 0.3355447327042427}",30,13,9.398432384363536,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.3335374920516932}",20,0,-10.547121608918012,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
183,False,"{'a': 0.5, 'e': 0.3315422587848797}",20,0,-18.317815940481637,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
184,False,"{'a': 0.5, 'e': 0.32955896107518906}",30,20,16.11630794399459,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
